频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,匹配信息,匹配值,轮回相似度,输出顺序
Echappées Belles & Co,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63b578b524f0cf00072f2a52/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e06ff22-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=3edb47ac-db16-4729-ab4d-d838f822b945,网络源,,2.179,待标准化,h264,426x240,30.0,有音频,0.5104,未匹配,0.0,0.5964,未排序
Ewtn Ukraine,https://cdn3.wowza.com/1/WjduMm1tYnlwNXQx/M01NV3Uz/hls/live/playlist.m3u8,网络源,,2.858,待确认分组,h264,320x180,25.0,有音频,0.599,模糊匹配（>90%）,100.0,0.474,未排序
Dancetv Deep House District,https://m1b2.worldcast.tv/dancetelevisiontwo/dancetelevisiontwo.m3u8,网络源,https://www.lyngsat.com/logo/tv/dd/dance-tv-nl.png,3.018,待确认分组,h264,1280x720,30.0,有音频,0.5677,模糊匹配（>90%）,100.0,0.5495,未排序
Eet Tv,https://eu.streamjo.com/eetlive/eettv.m3u8,网络源,https://i.imgur.com/rntSEDZ.png,1.239,待确认分组,h264,1280x720,59.94005994005994,有音频,0.5312,模糊匹配（>90%）,100.0,0.526,未排序
Dynasty,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64d1606b4c5ed80008e3b8b9/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28a350-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c4fb05d1-b382-4722-a7d5-66fbce6da394,网络源,,2.368,待标准化,h264,426x240,30.0,有音频,0.5417,未匹配,0.0,0.6146,未排序
Filmrise Classic Tv,https://d2tv4k5moji5m7.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lu4pzh9l4b57p/master.m3u8,网络源,https://i.imgur.com/8j2npVc.png,3.791,待确认分组,h264,1280x720,24.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.6849,未排序
Dog Whisperer with Cesar Millan [Geo-blocked],https://amg01201-amg01201c30-cineverse-us-3100.playouts.now.amagi.tv/playlist/amg01201-cinedigmentertainment-dogwhispererwithcesarmilan-cineverseus/playlist.m3u8,网络源,,3.345,未分类,h264,1920x1080,29.97002997002997,有音频,0.5156,未匹配,0.0,0.4896,未排序
Failarmy,https://bd93cfed.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0ZhaWxBcm15X0hMUw/playlist.m3u8,网络源,https://i.imgur.com/VIpQJxL.png,7.534,待确认分组,h264,384x216,29.97002997002997,有音频,0.5208,模糊匹配（>90%）,100.0,0.4167,未排序
Dntv,https://tv.num221tech.com:5443/LiveApp/streams/dntv.m3u8,网络源,https://i.imgur.com/Pw1ifln.png,3.078,待确认分组,h264,1920x1080,25.0,有音频,0.5729,模糊匹配（>90%）,100.0,0.0,未排序
El Pituco Tv,https://imagenuniversaltv.net:3439/live/elpitucolive.m3u8,网络源,https://elpituco.com/wp-content/uploads/2021/04/ElPituco.png,1.496,待确认分组,h264,1280x720,29.97002997002997,有音频,0.6042,模糊匹配（>90%）,100.0,0.6224,未排序
El Puerto Tv,https://5bf8041cb3fed.streamlock.net/PuertoTV/PuertoTV/playlist.m3u8,网络源,https://i.imgur.com/FnshExB.jpg,1.067,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.526,模糊匹配（>90%）,100.0,0.5208,未排序
Colosal Tv,http://tv.ticosmedia.com:1935/COLOSAL/COLOSAL/playlist.m3u8,网络源,https://i.imgur.com/0DZB3eB.png,9.322,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5781,模糊匹配（>90%）,100.0,0.6302,未排序
E! Keeping Up,https://xumo-xumoent-vc-117-a3ga4.fast.nbcuni.com/live/master.m3u8,网络源,,5.09,待标准化,h264,426x240,30.0,有音频,0.6302,未匹配,0.0,0.9167,未排序
Equidia,https://raw.githubusercontent.com/Paradise-91/ParaTV/main/streams/equidia/live2.m3u8,网络源,https://i.imgur.com/QPpbRcZ.png,15.459,待确认分组,h264,256x144,25.0,有音频,0.4688,模糊匹配（>90%）,100.0,0.5599,未排序
Criminal Minds,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65653817c917a5000844bc30/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c282e27-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ce2ba28f-f69b-43d4-8fe5-c0f83c15cc1b,网络源,,1.665,待标准化,h264,426x240,30.0,有音频,0.5938,未匹配,0.0,0.5547,未排序
Concord Tv,https://concordca.cablecast.tv/live/stream-2/live.m3u8,网络源,https://i.imgur.com/1vh2a3H.png,3.105,待确认分组,h264,640x360,30.0,有音频,0.5677,模糊匹配（>90%）,100.0,0.7396,未排序
Euronews法语,https://viamotionhsi.netplus.ch/live/eds/euronews/browser-HLS8/euronews.m3u8,网络源,https://i.imgur.com/8t9mdg9.png,11.236,国际频道（小语种）,h264,1280x720,50.0,有音频,0.5521,精准匹配,100.0,0.5365,未排序
Didgah Tv,https://media.streambrothers.com:1936/8276/8276/playlist.m3u8,网络源,https://i.postimg.cc/mkR41jrB/didgahtv.png,13.271,待确认分组,h264,720x486,30.0,有音频,0.6615,模糊匹配（>90%）,100.0,0.625,未排序
Ein Engel auf Erden,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/622f487722d9d400075f74dd/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d8ac3-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=afbd6aab-03f2-4c6e-8850-7a0f7f4a3a60,网络源,,4.567,待标准化,h264,426x240,30.0,有音频,0.5469,未匹配,0.0,0.5,未排序
Cosmote Sport 7,http://138.2.160.168:8080/fetch?COSMOTESPORT7,网络源,https://i.imgur.com/p0DKcn2.png,4.281,待确认分组,h264,1280x720,50.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.0,未排序
Fbi Files,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64eddce19001910008df22b8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1db1d0-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c68735b3-0d52-4773-a642-eee6dbdabda0,网络源,,2.96,待确认分组,h264,426x240,30.0,有音频,0.5208,模糊匹配（>90%）,100.0,0.5859,未排序
Dd National,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/40492a64c1db4a1385ba1a397d357d3a/index.m3u8,网络源,https://ltsk-cdn.s3.eu-west-1.amazonaws.com/jumpstart/Temp_Live/cdn/HLS/Channel/transparentImages/DD%20National.png,5.287,待确认分组,h264,1920x1080,25.0,有音频,0.5469,模糊匹配（>90%）,90.9090909090909,0.4844,未排序
Comedia Made In Spain,https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5f1abce155a03d0007718834/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=DNT&app_name=&architecture=&buildVersion=&deviceDNT=0&deviceId=5f1abce155a03d0007718834&deviceLat=41.1167&deviceLon=1.2500&deviceMake=web&deviceModel=web&deviceType=web&deviceVersion=DNT&includeExtendedEvents=false&marketingRegion=ES&serverSideAds=false&sid=505&terminate=false&userId=,网络源,https://i.imgur.com/8ddFdSQ.png,2.884,待确认分组,h264,426x240,30.0,有音频,0.6094,模糊匹配（>90%）,100.0,0.4922,未排序
Elbeshara Gtv,http://media3.smc-host.com:1935/elbesharagtv.com/gtv.smil/playlist.m3u8,网络源,https://i.imgur.com/b0Wx7pE.png,0.815,待确认分组,h264,1920x1080,30.0,有音频,0.625,模糊匹配（>90%）,100.0,0.4896,未排序
Family Ties,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f77939a630f530007dde654/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28ca60-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=2d96a4ae-0762-4da9-b4eb-3198467ed4a1,网络源,https://i.imgur.com/WJEkKCb.png,2.311,待确认分组,h264,426x240,30.0,有音频,0.526,模糊匹配（>90%）,100.0,0.5651,未排序
Fabulosa Estereo 100.5 Fm,https://www.streaming507.net:19360/videofabulosa/videofabulosa.m3u8,网络源,https://i.imgur.com/YFmzkOp.png,11.233,待确认分组,h264,,,有音频,0.5365,模糊匹配（>90%）,97.5609756097561,0.4688,未排序
Confess by Nosey,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/638e0f4832494900074481e7/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c79b864-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e6f8b32d-be20-4c07-bbb3-1bcf10d89a57,网络源,,3.316,待标准化,h264,426x240,30.0,有音频,0.5104,未匹配,0.0,0.5339,未排序
CTV3,https://streamer2.nexgen.bz/03-CTVOW/index.m3u8,网络源,https://i.imgur.com/8UlIKtS.png,2.709,待确认分组,h264,1280x720,25.0,有音频,0.6146,模糊匹配（>90%）,100.0,0.4062,未排序
Couleur 3,https://rtsc3video.akamaized.net/hls/live/2042837/c3video/3/playlist.m3u8,网络源,https://i.imgur.com/VOIwYYd.png,7.146,待确认分组,h264,416x234,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5755,未排序
Dd Nagaland,https://d2lk5u59tns74c.cloudfront.net/out/v1/29c92e0bef954a6d9b0908d1be29c1f0/index.m3u8,网络源,https://i.imgur.com/HUL4aF6.png,3.963,待确认分组,h264,896x504,25.0,有音频,0.6146,模糊匹配（>90%）,100.0,0.4896,未排序
Crime ThrillHer (1080p),https://aegis-cloudfront-1.tubi.video/031498eb-5826-4ed2-9795-05723c10fbe0/playlist.m3u8,网络源,,2.902,待标准化,h264,1920x1080,29.97002997002997,有音频,0.5469,未匹配,0.0,0.5911,未排序
Etb 2,https://multimedia.eitb.eus/live-content/etb2hd-hls/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/ETB2_2022_logo.svg/512px-ETB2_2022_logo.svg.png,2.336,待确认分组,h264,1920x1080,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.5469,未排序
Etb Basque,https://multimedia.eitb.eus/live-content/eitbbasque-hls/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/ETB_Basque_2022_logo.svg/512px-ETB_Basque_2022_logo.svg.png,0.977,待确认分组,h264,1920x1080,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.474,未排序
Etb 1,https://multimedia.eitb.eus/live-content/etb1hd-hls/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/ETB1_2022_logo.svg/512px-ETB1_2022_logo.svg.png,2.055,待确认分组,h264,1920x1080,25.0,有音频,0.526,模糊匹配（>90%）,100.0,0.4505,未排序
Famatv,https://tv2.fastcast4u.com:3310/live/famatvlive.m3u8,网络源,https://i.ibb.co/tMmRp18/Fama-TV-cor-whitebg-hotizontal.jpg,1.012,待确认分组,h264,1920x1080,30.0,有音频,0.4948,模糊匹配（>90%）,100.0,0.6302,未排序
Etv Abhiruchi,https://d2tbworamivdmb.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_ABHIRUCHI_H264-3_cloud-in/index.m3u8,网络源,https://i.imgur.com/3D5SN3E.png,9.378,待确认分组,h264,1920x1080,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.5208,未排序
Csi En Espanol,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/604928d54a4f730007ff76bc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c285532-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ec065848-4bdc-45cb-ad2c-0ef96c23d424,网络源,https://i.imgur.com/ifarQil.png,1.761,待确认分组,h264,426x240,30.0,有音频,0.5469,模糊匹配（>90%）,95.65217391304348,0.5573,未排序
Exodus Tv,https://584943999.r.worldssl.net/584943999/_definst_/vzivo/playlist.m3u8,网络源,https://i.imgur.com/WKr5ncQ.png,2.777,待确认分组,h264,852x480,30.0,有音频,0.5833,模糊匹配（>90%）,100.0,0.5182,未排序
Family Feud Classic,https://amg00145-amg00145c3-xumo-us-3802.playouts.now.amagi.tv/playlist.m3u8,网络源,,2.257,待标准化,h264,1920x1080,29.97002997002997,有音频,0.5625,未匹配,0.0,0.6224,未排序
Dhamma Tv,https://b.webcache.maxindo.net.id/dhamma/dhamma.m3u8,网络源,https://dhammaweb.tv/wp-content/uploads/2018/08/cropped-dhammatv-3.png,4.611,待确认分组,h264,1280x720,30.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.7266,未排序
Folk Tv,https://stream.nasatv.com.mk/folktv/hls/folktv_live.m3u8,网络源,https://i.imgur.com/4b9aZ9P.png,3.488,待确认分组,h264,1920x1080,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.4349,未排序
Escuchame Radio Tv,https://stmv1.transmissaodigital.com/pedro9800/pedro9800/playlist.m3u8,网络源,https://i.imgur.com/gt6UvG8.png,2.687,待确认分组,h264,1280x720,29.97002997002997,有音频,0.4948,模糊匹配（>90%）,96.7741935483871,0.4896,未排序
Comedy Central Pluto Tv,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ca671f215a62078d2ec0abf/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c282e20-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=c8883a8b-3441-4f7d-a15e-3a8365fbcaef,网络源,https://i.imgur.com/9y6TtjF.png,2.265,待确认分组,h264,426x240,30.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.474,未排序
Euronews Italian,https://acb6ca89.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c0l0YWxpYW5vX0hMUw/playlist.m3u8,网络源,https://i.imgur.com/8t9mdg9.png,8.575,待确认分组,h264,,,有音频,0.5677,模糊匹配（>90%）,100.0,0.5208,未排序
Egnatia Tv,https://video.streams.ovh:1936/egnatiatv/egnatiatv/index.m3u8,网络源,https://i.imgur.com/zuyYIca.png,4.394,待确认分组,h264,1024x576,50.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.5026,未排序
Don't Tell The Bride,https://amg00426-lds-amg00426c15-samsung-au-3684.playouts.now.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/h0bc3Fa.png,2.129,待确认分组,h264,1920x1080,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.6016,未排序
Diagnosis Murder,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65fd548f29adfd00089c662c/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a0681-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=aed07097-3592-47e8-bac5-f9f578b23c54,网络源,,3.135,待标准化,h264,426x240,30.0,有音频,0.5469,未匹配,0.0,0.6042,未排序
Ems Tv Lingen,https://h058.video-stream-hosting.de/ev1tv-live/_definst_/mp4:stream1.stream/playlist.m3u8,网络源,https://i.imgur.com/Yo1GMku.png,4.203,待确认分组,h264,1920x1080,25.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.6094,未排序
Datis Tv,https://dathls.wns.live/hls/stream.m3u8,网络源,https://i.postimg.cc/GtXQX4L6/datistv.png,2.265,待确认分组,h264,1280x720,25.0,有音频,0.5208,模糊匹配（>90%）,100.0,0.4714,未排序
Fashiontv Paris L'Original,https://edge-fast3.evrideo.tv/bfdbb576-83f7-11f0-9f89-0200170e3e04_1000028043_HLS/manifest.m3u8,网络源,https://i.imgur.com/GFTAN5Q.png,2.619,待确认分组,h264,256x144,25.0,有音频,0.4844,模糊匹配（>90%）,100.0,0.5625,未排序
Diaspora 24,https://vdo3.pro-fhi.net:3218/stream/play.m3u8,网络源,https://i.imgur.com/4devfx1.png,3.403,待确认分组,h264,426x240,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5156,未排序
Everyday Refresh,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc6us/master.m3u8,网络源,,1.715,待标准化,h264,640x360,30.0,有音频,0.5781,未匹配,0.0,0.5547,未排序
Ecuavisa Quito (1080p) [Not 24/7],https://redirector.dps.live/hls-video/c54ac2799874375c81c1672abb700870537c5223/ecuavisa/ecuavisa.smil/playlist.m3u8,网络源,https://i.imgur.com/Hl5wowk.png,4.976,待标准化,h264,426x240,30.0,有音频,0.5417,未匹配,0.0,0.5521,未排序
Cops,https://a7d6af1c184e465db4f39316a5181c1f.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/RakutenTV-eu_COPS/playlist.m3u8,网络源,https://i.imgur.com/J3XO6V2.png,1.58,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5729,模糊匹配（>90%）,100.0,0.5417,未排序
Enntivision,https://mlb.essastream.com:8081/enntivision/tracks-v1a1/mono.m3u8,网络源,https://i.imgur.com/nePOFZW.png,1.04,待确认分组,h264,1920x1080,59.94005994005994,有音频,0.5365,模糊匹配（>90%）,100.0,0.5729,未排序
Drake & Josh,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65a67c494a10d800085cab06/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d8ac2-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=21f677bd-eae9-4c92-b0c5-ad664796ccf0,网络源,,2.501,待标准化,h264,426x240,30.0,有音频,0.5469,未匹配,0.0,0.526,未排序
Firstlight,https://uni01rtmp.tulix.tv/firstlight/firstlight.smil/playlist.m3u8,网络源,https://i.imgur.com/gtDROeT.png,4.183,待确认分组,h264,640x360,25.0,有音频,0.5729,模糊匹配（>90%）,100.0,0.526,未排序
Dao Lane Xang Tv,https://livefta.malimarcdn.com/ftaedge00/khaomwungmai.sdp/playlist.m3u8,网络源,https://i.imgur.com/yE7nZ6w.png,1.278,待确认分组,h264,1280x720,29.97002997002997,有音频,0.599,模糊匹配（>90%）,91.66666666666666,0.7109,未排序
Extrema Tv,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8,网络源,https://i.imgur.com/Z1QVkqu.png,1.152,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5312,模糊匹配（>90%）,100.0,0.5182,未排序
Dd Goa,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/e5b9db1cc184406bb97159da2f120f91/index.m3u8,网络源,https://ltsk-cdn.s3.eu-west-1.amazonaws.com/jumpstart/Temp_Live/cdn/HLS/Channel/transparentImages/DD-Goa-Logo_2000_X_1125_Transpharent.png,3.788,待确认分组,h264,896x504,25.0,有音频,0.5104,模糊匹配（>90%）,100.0,0.513,未排序
Dd News,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/0811cd8c37ca4c409d5385a6cd2fa18b/index.m3u8,网络源,https://ltsk-cdn.s3.eu-west-1.amazonaws.com/jumpstart/Temp_Live/cdn/HLS/Channel/transparentImages/DD%20News%20HD.png,4.965,待确认分组,h264,1920x1080,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.5677,未排序
Dangal 2,https://live-dangal2.akamaized.net/liveabr/playlist.m3u8,网络源,https://www.lyngsat.com/logo/tv/dd/dangal-2-in.png,8.471,待确认分组,h264,,,有音频,0.5729,模糊匹配（>90%）,100.0,0.5391,未排序
Dukh Nivaran,http://cdn12.henico.net:8080/live/dncal/index.m3u8,网络源,https://i.imgur.com/Zh60l1x.png,0.632,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5156,模糊匹配（>90%）,100.0,0.737,未排序
Dd Himachal Pradesh,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/afd2e335b0ba40eb9bdf1096118c6ede/index.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_SHIMLA/images/LOGO_HD/image.png,3.702,待确认分组,h264,896x504,25.0,有音频,0.526,模糊匹配（>90%）,100.0,0.4792,未排序
Etv Andhra Pradesh,https://d14vo2b97spizt.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_AP_H264-3_cloud_in/index.m3u8,网络源,https://i.imgur.com/pFNCRnf.png,8.717,待确认分组,h264,1920x1080,25.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.4974,未排序
Fakt Marathi,https://cdn-6.pishow.tv/live/10002/master.m3u8,网络源,https://ltsk-cdn.s3.eu-west-1.amazonaws.com/jumpstart/Temp_Live/cdn/HLS/Channel/transparentImages/Fakt%20Marathi.png,12.015,待确认分组,h264,424x240,25.0,有音频,0.4531,模糊匹配（>90%）,100.0,0.5807,未排序
Dushanbe Hd,https://live.teleradiocom.tj/7/3m.m3u8,网络源,https://i.imgur.com/WWPIziG.png,5.416,待确认分组,h264,1920x1080,25.0,有音频,0.4583,模糊匹配（>90%）,100.0,0.0,未排序
Craftsy (1080p),https://linear-492.frequency.stream/dist/stirr/492/hls/master/playlist.m3u8,网络源,,2.157,待标准化,h264,384x216,29.97002997002997,有音频,0.5521,未匹配,0.0,0.5651,未排序
Desi Channel,https://livestream.unlimitedcdn.com/agm-dc/desi-channel/index.m3u8,网络源,https://desichannel.in/wp-content/uploads/2025/01/desi-channel.png,3.337,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5208,模糊匹配（>90%）,100.0,0.5677,未排序
Dd Jharkhand,https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/2c6c5c20-6afe-47c4-934f-a0d7002cb151/2.m3u8,网络源,https://i.imgur.com/VKpjoD9.png,1.393,待确认分组,h264,896x504,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.5964,未排序
Fbi Files,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64eddce19001910008df22b8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc83f382-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fa64c647-2f96-4079-b84a-59fc5c704816,网络源,,2.784,待确认分组,h264,426x240,30.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.651,未排序
Encore+,https://streams2.sofast.tv/sofastplayout/11d7f7fd-9c12-4c8a-b1a8-e879821e2187_1000014907_HLS/master.m3u8,网络源,,5.858,待标准化,h264,1920x1080,25.0,有音频,0.5156,未匹配,0.0,0.4948,未排序
Etv Music,https://cc-szivnms4rlah6.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-szivnms4rlah6/WWBI/Amagi/ETV_Music_IN/playlist.m3u8,网络源,https://tvpnlogopus.samsungcloud.tv/platform/image/sourcelogo/vc/00/02/34/IN4900002RV_20250811T033455SQUARE.png,13.898,待确认分组,h264,1920x1080,25.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.5182,未排序
Fort Lauderdale FLTV (Fort Lauderdale FL) (720p),https://cdn3.wowza.com/5/cFh0V0QwUVc4SDl2/fortlauderdale/G1118_002/playlist.m3u8,网络源,https://i.imgur.com/lQZ9RoB.png,2.389,待标准化,h264,1280x720,25.0,有音频,0.5417,未匹配,0.0,0.5677,未排序
Flicks Of Fury,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/58e55b14ad8e9c364d55f717/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28ca66-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=671a0e89-5b21-406b-95a9-b395c4ef4b07,网络源,https://i.imgur.com/rtL5L81.png,2.185,待确认分组,h264,426x240,30.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.526,未排序
Dltv 2,https://cdn-live.dltv.ac.th/dltv02.m3u8,网络源,https://i.imgur.com/lDBSTfE.png,10.468,待确认分组,h264,1920x1080,25.0,有音频,0.5,模糊匹配（>90%）,100.0,0.5495,未排序
Ekran Movies,https://still-mud-3642.nqanzvyuupxwcahtfq.workers.dev/?url=https://ca-rt.onetv.app/EkranMovies/index-0.m3u8,网络源,https://i.ibb.co/WNyssx28/Screenshot-2025-05-18-211143.png,0.951,待确认分组,h264,640x360,25.0,有音频,0.5677,模糊匹配（>90%）,100.0,0.6562,未排序
Court Tv,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-courttv-tablo/playlist.m3u8,网络源,https://i.imgur.com/qkfe3o9.png,3.529,待确认分组,h264,426x240,29.97002997002997,有音频,0.5573,模糊匹配（>90%）,100.0,0.4974,未排序
Cv Vision Tv,https://eu1.servers10.com:8081/8128/index.m3u8,网络源,https://dominicanchannels.com/wp-content/uploads/ccviison-1.png,3.4,待确认分组,h264,512x288,30.0,有音频,0.526,模糊匹配（>90%）,100.0,0.4948,未排序
Dd Urdu,https://cdn-4.pishow.tv/live/8/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_URDU/images/LOGO_HD/image.png,12.064,待确认分组,h264,424x240,25.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.5078,未排序
Dog The Bounty Hunter,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6540fee72cf13100085d5a18/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a0686-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a785777c-53e9-4fa5-bf8d-22125f05159a,网络源,https://i.imgur.com/lMICupK.png,2.813,待确认分组,h264,426x240,30.0,有音频,0.5781,模糊匹配（>90%）,100.0,0.4661,未排序
