频道名,地址,跳过原因
[VGA]rede mais família,https://t.freetv.fun/live/rede-mais-familia-1.m3u8,重复URL
[HD]rede minas,https://t.freetv.fun/live/rede-minas-1.m3u8,重复URL
[VGA]rede ngt,https://t.freetv.fun/live/rede-ngt-2.m3u8,重复URL
[BD]rede ngt,https://t.freetv.fun/live/rede-ngt-2.m3u8,重复URL
[SD]巴西 retrô cartoon,https://t.freetv.fun/live/ba-xi-retro-cartoon-1.m3u8,重复URL
[SD]reuters,https://t.freetv.fun/live/reuters-1.m3u8,重复URL
[BD]德国 rheinmaintv,https://t.freetv.fun/live/de-guo-rheinmaintv-1.m3u8,重复URL
[SD]rock tv,https://t.freetv.fun/live/rock-tv-2.m3u8,重复URL
[VGA]garuda tv,https://t.freetv.fun/live/garuda-tv-1.m3u8,重复URL
[BD]ryan and friends,https://t.freetv.fun/live/ryan-and-friends-1.m3u8,重复URL
[SD]garfield and friends,https://t.freetv.fun/live/garfield-and-friends-1.m3u8,重复URL
[HD]bahar tv (720p),https://t.freetv.fun/live/bahar-tv-720p-1.m3u8,重复URL
[VGA]mtv,https://t.freetv.fun/live/mtv-2.m3u8,重复URL
[SD]mtv,https://t.freetv.fun/live/mtv-2.m3u8,重复URL
[HD]sbt tv,https://t.freetv.fun/live/sbt-tv-1.m3u8,重复URL
[SD]scvtv (santa clarita ca) (1080p),https://t.freetv.fun/live/scvtv-santa-clarita-ca-1080p-1.m3u8,重复URL
[SD]cetv-4,https://t.freetv.fun/live/cetv-4-1.m3u8,重复URL
[HD]sctv2,https://t.freetv.fun/live/sctv2-1.m3u8,重复URL
[HD]sctv4,https://t.freetv.fun/live/sctv4-1.m3u8,重复URL
[SD]sky news (us),https://t.freetv.fun/live/sky-news-us-1.m3u8,重复URL
[SD]sky news extra 2 (540p),https://t.freetv.fun/live/sky-news-extra-2-540p-1.m3u8,重复URL
[SD]sky news extra 1,https://t.freetv.fun/live/sky-news-extra-1-2.m3u8,重复URL
[HD]sky news extra 3 (540p),https://t.freetv.fun/live/sky-news-extra-3-540p-1.m3u8,重复URL
[BD]sky news arabia,https://t.freetv.fun/live/sky-news-arabia-2.m3u8,重复URL
[BD]sky news,https://t.freetv.fun/live/sky-news-1.m3u8,重复URL
[BD]sesc tv,https://t.freetv.fun/live/sesc-tv-2.m3u8,重复URL
[HD]tv aldeia,https://t.freetv.fun/live/tv-aldeia-3.m3u8,重复URL
[BD]tvmohelnice,https://t.freetv.fun/live/tvmohelnice-1.m3u8,重复URL
[SD]tstv,https://t.freetv.fun/live/tstv-1.m3u8,重复URL
[SD]sgtv (seminole county fl) (1080p),https://t.freetv.fun/live/sgtv-seminole-county-fl-1080p-1.m3u8,重复URL
[SD]tstv (720p),https://t.freetv.fun/live/tstv-720p-1.m3u8,重复URL
[VGA]rstv,rtmp://vkvsd177.okcdn.ru/playback/9784991296445?stkn=Bu11jviKqv8XV4jmbgsGRyXtfTi46qNmVpzNczQTttL_wt7OBO_B47D8PLo_bnF7hndvjB5NAuI&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1,无效URL（非 http/https/rtsp 开头）
[VGA]surabaya tv,https://t.freetv.fun/live/surabaya-tv-1.m3u8,重复URL
[BD]土耳其 semerkand tv,https://t.freetv.fun/live/tu-er-qi-semerkand-tv-2.m3u8,重复URL
[VGA]土耳其 semerkand tv,https://t.freetv.fun/live/tu-er-qi-semerkand-tv-2.m3u8,重复URL
[SD]classic arts showcase,https://t.freetv.fun/live/classic-arts-showcase-1.m3u8,重复URL
[VGA]era (720p) [not 24/7],https://t.freetv.fun/live/era-720p-not-24-7-1.m3u8,重复URL
[VGA]sakti tv,https://t.freetv.fun/live/sakti-tv-1.m3u8,重复URL
[SD]black classics,https://t.freetv.fun/live/black-classics-1.m3u8,重复URL
[BD]sky news arabia,https://t.freetv.fun/live/sky-news-arabia-2.m3u8,重复URL
[VGA]smithsonian channel,https://t.freetv.fun/live/smithsonian-channel-2.m3u8,重复URL
[VGA]smithsonian channel asia,https://t.freetv.fun/live/smithsonian-channel-asia-1.m3u8,重复URL
[VGA]smithsonian channel,https://t.freetv.fun/live/smithsonian-channel-2.m3u8,重复URL
[SD]smithsonian channel selects,https://t.freetv.fun/live/smithsonian-channel-selects-1.m3u8,重复URL
[HD]spacetoon,https://t.freetv.fun/live/spacetoon-1.m3u8,重复URL
[SD]spirit tv (720p) [not 24/7],https://t.freetv.fun/live/spirit-tv-720p-not-24-7-1.m3u8,重复URL
[SD]team spirit,https://t.freetv.fun/live/team-spirit-1.m3u8,重复URL
[VGA]sportv 1,mmsh://212.200.255.151/rtv1,无效URL（非 http/https/rtsp 开头）
[HD]fanduel sports network socal,https://t.freetv.fun/live/fanduel-sports-network-socal-1.m3u8,重复URL
[HD]fanduel sports network detroit,https://t.freetv.fun/live/fanduel-sports-network-detroit-1.m3u8,重复URL
[HD]fanduel sports network florida,https://t.freetv.fun/live/fanduel-sports-network-florida-1.m3u8,重复URL
[HD]fanduel sports network north,https://t.freetv.fun/live/fanduel-sports-network-north-1.m3u8,重复URL
[HD]sportsnet pacific,https://t.freetv.fun/live/sportsnet-pacific-1.m3u8,重复URL
[HD]sportsnet west,https://t.freetv.fun/live/sportsnet-west-1.m3u8,重复URL
[VGA]stadium (stirr),https://t.freetv.fun/live/stadium-stirr-1.m3u8,重复URL
[BD]stadium,https://t.freetv.fun/live/stadium-1.m3u8,重复URL
[VGA]stadium (720p),https://t.freetv.fun/live/stadium-720p-1.m3u8,重复URL
[SD]startv,https://t.freetv.fun/live/startv-2.m3u8,重复URL
[SD]start tv,https://t.freetv.fun/live/start-tv-1.m3u8,重复URL
[VGA]startv,https://t.freetv.fun/live/startv-2.m3u8,重复URL
[SD]starz east,https://t.freetv.fun/live/starz-east-1.m3u8,重复URL
[SD]suria [geo-blocked],https://t.freetv.fun/live/suria-geo-blocked-1.m3u8,重复URL
[VGA]syfy east,https://t.freetv.fun/live/syfy-east-1.m3u8,重复URL
[VGA]assyriasat (720p) [not 24/7],https://t.freetv.fun/live/assyriasat-720p-not-24-7-1.m3u8,重复URL
[VGA]bx inspire (720p),https://t.freetv.fun/live/bx-inspire-720p-1.m3u8,重复URL
[VGA]tbn inspire,https://t.freetv.fun/live/tbn-inspire-1.m3u8,重复URL
[SD]tbs,https://t.freetv.fun/live/tbs-1.m3u8,重复URL
[BD]cctv-2高清,https://t.freetv.fun/live/cctv-2gao-qing-1.m3u8,重复URL
[BD]com brasil,https://t.freetv.fun/live/com-brasil-2.m3u8,重复URL
[HD]кино 18+ international,https://t.freetv.fun/live/kino-18-international-1.m3u8,重复URL
[VGA]土耳其 tgrt belgesel,https://t.freetv.fun/live/tu-er-qi-tgrt-belgesel-2.m3u8,重复URL
[SD]土耳其 tgrt belgesel,https://t.freetv.fun/live/tu-er-qi-tgrt-belgesel-2.m3u8,重复URL
[VGA]土耳其 tgrt haber,https://t.freetv.fun/live/tu-er-qi-tgrt-haber-2.m3u8,重复URL
[VGA]土耳其 tgrt haber,https://t.freetv.fun/live/tu-er-qi-tgrt-haber-2.m3u8,重复URL
[SD][美国]the 360 channel,https://t.freetv.fun/live/mei-guo-the-360-channel-1.m3u8,重复URL
[VGA]tnn,rtmp://cloud.streamplay.in:1935/tnn/tnn,无效URL（非 http/https/rtsp 开头）
[VGA]tv series,rtmp://vkvsd258.okcdn.ru/playback/4212830514154?stkn=3-5AxYkRTClGxxwNYsB-PosDfNMu_Z8wVCxKPRiA5P1eG-dXv3IyUKjRPAmaGd92HY3VjEPNPE4&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1,无效URL（非 http/https/rtsp 开头）
[HD]travel xp,https://t.freetv.fun/live/travel-xp-1.m3u8,重复URL
[BD]travelxp,https://t.freetv.fun/live/travelxp-1.m3u8,重复URL
[BD]tvri world,https://t.freetv.fun/live/tvri-world-4.m3u8,重复URL
[BD]trt world,https://t.freetv.fun/live/trt-world-1.m3u8,重复URL
[SD]tvri world,https://t.freetv.fun/live/tvri-world-4.m3u8,重复URL
[VGA]tsn5,https://t.freetv.fun/live/tsn5-2.m3u8,重复URL
[SD]tsn5,https://t.freetv.fun/live/tsn5-2.m3u8,重复URL
[VGA]tsn1,https://t.freetv.fun/live/tsn1-2.m3u8,重复URL
[VGA]tsn2,https://t.freetv.fun/live/tsn2-2.m3u8,重复URL
[SD]tsn2,https://t.freetv.fun/live/tsn2-2.m3u8,重复URL
[VGA]tsn3,https://t.freetv.fun/live/tsn3-3.m3u8,重复URL
[SD]tsn3,https://t.freetv.fun/live/tsn3-3.m3u8,重复URL
[VGA]tsn4,https://t.freetv.fun/live/tsn4-2.m3u8,重复URL
[VGA]tsn4,https://t.freetv.fun/live/tsn4-2.m3u8,重复URL
[SD]fb tv,https://t.freetv.fun/live/fb-tv-1.m3u8,重复URL
[VGA]1001 noites (720p) [not 24/7],https://t.freetv.fun/live/1001-noites-720p-not-24-7-1.m3u8,重复URL
[BD]dltv 2,https://t.freetv.fun/live/dltv-2-1.m3u8,重复URL
[VGA]rtv 2,rtmp://212.200.230.50:1935/RTV/rtv2,无效URL（非 http/https/rtsp 开头）
[BD]dltv 3,https://t.freetv.fun/live/dltv-3-1.m3u8,重复URL
[BD]dltv 5,https://t.freetv.fun/live/dltv-5-1.m3u8,重复URL
[BD]dltv 7,https://t.freetv.fun/live/dltv-7-1.m3u8,重复URL
[BD]dltv 9,https://t.freetv.fun/live/dltv-9-1.m3u8,重复URL
[BD]巴西 tv aparecida,https://t.freetv.fun/live/ba-xi-tv-aparecida-1.m3u8,重复URL
[VGA]tvdigitalbirigui(320p),https://t.freetv.fun/live/tvdigitalbirigui-320p-1.m3u8,重复URL
[BD]tvikim,https://t.freetv.fun/live/tvikim-1.m3u8,重复URL
[VGA]mix (720p) [not 24/7],https://t.freetv.fun/live/mix-720p-not-24-7-1.m3u8,重复URL
[VGA]tvri sport,https://t.freetv.fun/live/tvri-sport-1.m3u8,重复URL
[VGA]tv selangor (720p) [not 24/7],https://t.freetv.fun/live/tv-selangor-720p-not-24-7-1.m3u8,重复URL
[VGA]tv1 [geo-blocked],https://t.freetv.fun/live/tv1-geo-blocked-1.m3u8,重复URL
[SD][土耳其]tv41,https://t.freetv.fun/live/tu-er-qi-tv41-1.m3u8,重复URL
[VGA]tv10,https://t.freetv.fun/live/tv10-1.m3u8,重复URL
[HD]tv2 [geo-blocked],https://t.freetv.fun/live/tv2-geo-blocked-1.m3u8,重复URL
[BD]tv2,https://t.freetv.fun/live/tv2-2.m3u8,重复URL
[VGA]TV3 Malaysia,https://t.freetv.fun/live/tv3-malaysia-1.m3u8,重复URL
[VGA]tv4 (360p),https://t.freetv.fun/live/tv4-360p-1.m3u8,重复URL
[BD][西班牙]tv5limares,https://t.freetv.fun/live/xi-ban-ya-tv5limares-1.m3u8,重复URL
[HD]tv6 [geo-blocked],https://t.freetv.fun/live/tv6-geo-blocked-1.m3u8,重复URL
[SD]tv9 (720p) [geo-blocked],https://t.freetv.fun/live/tv9-720p-geo-blocked-1.m3u8,重复URL
[VGA]tvb j2,https://t.freetv.fun/live/tvb-j2-2.m3u8,重复URL
[SD]ntv plus,https://t.freetv.fun/live/ntv-plus-3.m3u8,重复URL
[BD]tvbs,https://t.freetv.fun/live/tvbs-3.m3u8,重复URL
[BD]tvbs,https://t.freetv.fun/live/tvbs-1-1.m3u8,重复URL
[BD]tvbs亚洲,https://t.freetv.fun/live/tvbsya-zhou-5.m3u8,重复URL
[BD]tvbs亚洲,https://t.freetv.fun/live/tvbsya-zhou-1-1.m3u8,重复URL
[BD]tvbs亚洲,https://t.freetv.fun/live/tvbsya-zhou-2-1.m3u8,重复URL
[BD]tvbs亞洲,https://t.freetv.fun/live/tvbsya-zhou-6.m3u8,重复URL
[BD]tvbs亚洲,https://t.freetv.fun/live/tvbsya-zhou-3-1.m3u8,重复URL
[VGA]tvbs新聞,rtmp://119.81.124.89/sat/tv551,无效URL（非 http/https/rtsp 开头）
[VGA]tvbs新闻,https://t.freetv.fun/live/tvbsxin-wen-7.m3u8,重复URL
[VGA]tvbs新闻台,https://t.freetv.fun/live/tvbsxin-wen-tai-4.m3u8,重复URL
[BD]tvbs新闻台,https://t.freetv.fun/live/tvbsxin-wen-tai-1-2.m3u8,重复URL
[BD]tve rs,https://t.freetv.fun/live/tve-rs-1.m3u8,重复URL
[BD]malta,https://t.freetv.fun/live/malta-2.m3u8,重复URL
[HD]malta,https://t.freetv.fun/live/malta-2.m3u8,重复URL
[BD]tvo(ch),https://t.freetv.fun/live/tvo-ch-1.m3u8,重复URL
[BD]tvri yogyakarta,https://t.freetv.fun/live/tvri-yogyakarta-1.m3u8,重复URL
[BD]tvri jakarta,https://t.freetv.fun/live/tvri-jakarta-1.m3u8,重复URL
[BD]tvri nasional,https://t.freetv.fun/live/tvri-nasional-2.m3u8,重复URL
[HD]telenorte,https://t.freetv.fun/live/telenorte-2.m3u8,重复URL
[VGA][洪都拉斯]ten(720p),https://t.freetv.fun/live/hong-du-la-si-ten-720p-1.m3u8,重复URL
[HD]thai chaiyo,https://t.freetv.fun/live/thai-chaiyo-1.m3u8,重复URL
[BD]thai pbs,https://t.freetv.fun/live/thai-pbs-2.m3u8,重复URL
[BD]thai pbs,https://t.freetv.fun/live/thai-pbs-1-1.m3u8,重复URL
[BD]the design network,https://t.freetv.fun/live/the-design-network-1.m3u8,重复URL
[BD]the now network (480p) [not 24/7],https://t.freetv.fun/live/the-now-network-480p-not-24-7-1.m3u8,重复URL
[BD]the country network,https://t.freetv.fun/live/the-country-network-1.m3u8,重复URL
[HD]bip tv [850*480],https://t.freetv.fun/live/bip-tv-850-480-1.m3u8,重复URL
[BD]tptv,https://t.freetv.fun/live/tptv-2.m3u8,重复URL
[VGA]tptv,https://t.freetv.fun/live/tptv-1-1.m3u8,重复URL
[BD]toon goggles,https://t.freetv.fun/live/toon-goggles-2.m3u8,重复URL
[HD]toon goggles,https://t.freetv.fun/live/toon-goggles-2.m3u8,重复URL
[SD]toon goggles (720p),https://t.freetv.fun/live/toon-goggles-720p-1.m3u8,重复URL
[HD]crime 360 (720p),https://t.freetv.fun/live/crime-360-720p-1.m3u8,重复URL
[SD]trace sport stars,https://t.freetv.fun/live/trace-sport-stars-1.m3u8,重复URL
[BD]trace urban hd,https://t.freetv.fun/live/trace-urban-hd-1.m3u8,重复URL
[BD]trace urban,https://t.freetv.fun/live/trace-urban-6.m3u8,重复URL
[HD]trans7,https://t.freetv.fun/live/trans7-3.m3u8,重复URL
[SD]star trek,https://t.freetv.fun/live/star-trek-1.m3u8,重复URL
[BD]tutv,https://t.freetv.fun/live/tutv-2.m3u8,重复URL
[VGA]tutv,https://t.freetv.fun/live/tutv-2.m3u8,重复URL
[VGA]tvn movies (indonesian subtitle) (576p),https://t.freetv.fun/live/tvn-movies-indonesian-subtitle-576p-1.m3u8,重复URL
[SD]universal crime,https://t.freetv.fun/live/universal-crime-2.m3u8,重复URL
[SD]yes network,https://t.freetv.fun/live/yes-network-1.m3u8,重复URL
[VGA]universal kids,https://t.freetv.fun/live/universal-kids-1.m3u8,重复URL
[SD]swerve sports (1080p),https://t.freetv.fun/live/swerve-sports-1080p-1.m3u8,重复URL
[SD]vevo pop,https://t.freetv.fun/live/vevo-pop-4.m3u8,重复URL
[SD]vevo country,https://t.freetv.fun/live/vevo-country-1.m3u8,重复URL
[VGA]vevo true school hip-hop,https://t.freetv.fun/live/vevo-true-school-hip-hop-1.m3u8,重复URL
[SD]vevo '80s,https://t.freetv.fun/live/vevo-80s-3.m3u8,重复URL
[SD]vevo retro rock,https://t.freetv.fun/live/vevo-retro-rock-2.m3u8,重复URL
[SD]vevo r b,https://t.freetv.fun/live/vevo-r-b-3.m3u8,重复URL
[VGA]vevo 2k,https://t.freetv.fun/live/vevo-2k-2.m3u8,重复URL
[SD]vevo 2k,https://t.freetv.fun/live/vevo-2k-2.m3u8,重复URL
[VGA]vevo '90s,https://t.freetv.fun/live/vevo-90s-2.m3u8,重复URL
[VGA]vevo r b,https://t.freetv.fun/live/vevo-r-b-3.m3u8,重复URL
[VGA]vevo '80s,https://t.freetv.fun/live/vevo-80s-3.m3u8,重复URL
[VGA]vevo retro rock,https://t.freetv.fun/live/vevo-retro-rock-2.m3u8,重复URL
[BD]vevo 2010s,https://t.freetv.fun/live/vevo-2010s-1.m3u8,重复URL
[BD]vevo hip hop,https://t.freetv.fun/live/vevo-hip-hop-1.m3u8,重复URL
[SD]vevo country,https://t.freetv.fun/live/vevo-country-2-1.m3u8,重复URL
[VGA]vh-1,https://t.freetv.fun/live/vh-1-1.m3u8,重复URL
[BD][意大利]videolina[704*404][704*404],https://t.freetv.fun/live/yi-da-li-videolina-704-404-704-404-1.m3u8,重复URL
[BD][意大利]videolina(sardegna)(404p)[704*404][704*404],https://t.freetv.fun/live/yi-da-li-videolina-sardegna-404p-704-404-704-404-1.m3u8,重复URL
[VGA]channel 4,https://t.freetv.fun/live/channel-4-1.m3u8,重复URL
[SD][土耳其]vtv,https://t.freetv.fun/live/tu-er-qi-vtv-1.m3u8,重复URL
[VGA]qvtv,https://t.freetv.fun/live/qvtv-1.m3u8,重复URL
[SD]vasantham [geo-blocked],https://t.freetv.fun/live/vasantham-geo-blocked-2.m3u8,重复URL
[VGA]vasantham [geo-blocked],https://t.freetv.fun/live/vasantham-geo-blocked-2.m3u8,重复URL
[VGA]venus,https://t.freetv.fun/live/venus-2.m3u8,重复URL
[VGA]viutv,https://t.freetv.fun/live/viutv-2.php,重复URL
[VGA]wps tv (360p),https://t.freetv.fun/live/wps-tv-360p-1.m3u8,重复URL
[VGA]wiki tv (720p),https://t.freetv.fun/live/wiki-tv-720p-1.m3u8,重复URL
[VGA]wnbc-dt1,https://t.freetv.fun/live/wnbc-dt1-2.m3u8,重复URL
[VGA]global fashion channel (1080p),https://t.freetv.fun/live/global-fashion-channel-1080p-1.m3u8,重复URL
[VGA]wwe network,https://t.freetv.fun/live/wwe-network-1.m3u8,重复URL
[VGA]powernation tv,https://t.freetv.fun/live/powernation-tv-1.m3u8,重复URL
[VGA]weathernation new york,https://t.freetv.fun/live/weathernation-new-york-1.m3u8,重复URL
[SD]weathernation,https://t.freetv.fun/live/weathernation-2.m3u8,重复URL
[VGA]日本 weather news,https://t.freetv.fun/live/ri-ben-weather-news-1.m3u8,重复URL
[SD]wild 'n out,https://t.freetv.fun/live/wild-n-out-1.m3u8,重复URL
[BD]world poker tour,https://t.freetv.fun/live/world-poker-tour-4.m3u8,重复URL
[HD]sport 1,https://t.freetv.fun/live/sport-1-2.m3u8,重复URL
[HD]channel 24,https://t.freetv.fun/live/channel-24-1.m3u8,重复URL
[VGA]eet tv (1080p) [not 24/7],https://t.freetv.fun/live/eet-tv-1080p-not-24-7-1.m3u8,重复URL
[SD][美国]atd tv (american tv of dardania),https://t.freetv.fun/live/mei-guo-atd-tv-american-tv-of-dardania-1.m3u8,重复URL
[SD]the amazing race,https://t.freetv.fun/live/the-amazing-race-1.m3u8,重复URL
[BD]voa tv africa (1080p),https://t.freetv.fun/live/voa-tv-africa-1080p-1.m3u8,重复URL
[HD]加纳tv africa (ghana),https://t.freetv.fun/live/jia-na-tv-africa-ghana-1.m3u8,重复URL
[VGA]arabica tv (720p),https://t.freetv.fun/live/arabica-tv-720p-1.m3u8,重复URL
[BD]africa tv2 (720p) [not 24/7],https://t.freetv.fun/live/africa-tv2-720p-not-24-7-1.m3u8,重复URL
[BD]africa tv3 (720p) [not 24/7],https://t.freetv.fun/live/africa-tv3-720p-not-24-7-1.m3u8,重复URL
[SD][摩洛哥]tamazight(360p)[384*216][384*216],https://t.freetv.fun/live/mo-luo-ge-tamazight-360p-384-216-384-216-2.m3u8,重复URL
[SD][摩洛哥]tamazight(360p)[384*216][384*216],https://t.freetv.fun/live/mo-luo-ge-tamazight-360p-384-216-384-216-2.m3u8,重复URL
[SD]amedia 1,https://t.freetv.fun/live/amedia-1-2.m3u8,重复URL
[VGA]淘baby,https://t.freetv.fun/live/tao-baby-1.m3u8,重复URL
[VGA]dhamma tv,https://t.freetv.fun/live/dhamma-tv-1.m3u8,重复URL
[HD]top news,https://t.freetv.fun/live/top-news-1.m3u8,重复URL
[BD]black news channel (1080p),https://t.freetv.fun/live/black-news-channel-1080p-2.m3u8,重复URL
[SD]black news channel (1080p),https://t.freetv.fun/live/black-news-channel-1080p-2.m3u8,重复URL
[VGA]tv one,https://t.freetv.fun/live/tv-one-3.m3u8,重复URL
[SD]tv one,https://t.freetv.fun/live/tv-one-3.m3u8,重复URL
[SD]cinema,https://t.freetv.fun/live/cinema-1.m3u8,重复URL
[VGA]rodja tv,https://t.freetv.fun/live/rodja-tv-1.m3u8,重复URL
[BD]dltv 10,https://t.freetv.fun/live/dltv-10-1.m3u8,重复URL
[SD]himlen tv7 (se),https://t.freetv.fun/live/himlen-tv7-se-1.m3u8,重复URL
[SD]himlen tv7,https://t.freetv.fun/live/himlen-tv7-2.m3u8,重复URL
[BD]himlen tv7,https://t.freetv.fun/live/himlen-tv7-2.m3u8,重复URL
[SD]tv land drama,https://t.freetv.fun/live/tv-land-drama-1.m3u8,重复URL
[SD]vsin (720p),https://t.freetv.fun/live/vsin-720p-1.m3u8,重复URL
[BD][荷兰]xite(be),https://t.freetv.fun/live/he-lan-xite-be-2.m3u8,重复URL
[BD][荷兰]xite(be),https://t.freetv.fun/live/he-lan-xite-be-2.m3u8,重复URL
[VGA]Kurdistan,https://t.freetv.fun/live/kurdistan-5.m3u8,重复URL
[VGA]zns-tv,https://t.freetv.fun/live/zns-tv-1.m3u8,重复URL
[HD]новое телевидение,https://t.freetv.fun/live/novoe-televidenie-1.m3u8,重复URL
[VGA]беларусь 24,https://t.freetv.fun/live/belarus-24-3.m3u8,重复URL
[BD]беларусь 24,https://t.freetv.fun/live/belarus-24-3.m3u8,重复URL
[SD]дом кино премиум,https://t.freetv.fun/live/dom-kino-premium-2.m3u8,重复URL
[SD]дом кино 16,https://t.freetv.fun/live/dom-kino-16-1.m3u8,重复URL
[HD]дом кино премиум,https://t.freetv.fun/live/dom-kino-premium-2.m3u8,重复URL
[BD]дом кино 17,https://t.freetv.fun/live/dom-kino-17-1.m3u8,重复URL
[BD]дом кино [fhd],https://t.freetv.fun/live/dom-kino-fhd-1.m3u8,重复URL
[SD]домашний,https://t.freetv.fun/live/domashnii-1.m3u8,重复URL
[SD]кино тв,https://t.freetv.fun/live/kino-tv-1.m3u8,重复URL
[VGA]кино вк,rtmp://vkvsd9.okcdn.ru/playback/11476322626375?stkn=MWURFX9GxWweqchHYWcYzhzufUF0fxJw12ejfhOPexR9h9Leff8anz9KAxHjfF4R9h4C5PfiYy8&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1,无效URL（非 http/https/rtsp 开头）
[SD]мир 24,https://t.freetv.fun/live/mir-24-2.m3u8,重复URL
[BD]мир 24,https://t.freetv.fun/live/mir-24-2.m3u8,重复URL
[VGA]матч тв,https://t.freetv.fun/live/match-tv-1.m3u8,重复URL
[HD]ника тв,https://t.freetv.fun/live/nika-tv-1.m3u8,重复URL
[BD]мир,https://t.freetv.fun/live/mir-1.m3u8,重复URL
[SD]нтв хит,https://t.freetv.fun/live/ntv-khit-2.m3u8,重复URL
[VGA]ртр планета сша,https://t.freetv.fun/live/rtr-planeta-ssha-1.m3u8,重复URL
[SD]рен тв,https://t.freetv.fun/live/ren-tv-2.m3u8,重复URL
[SD]рен тв,https://t.freetv.fun/live/ren-tv-2.m3u8,重复URL
[VGA]россия 24 (сочи),https://t.freetv.fun/live/rossiia-24-sochi-1.m3u8,重复URL
[HD]россия 24,https://t.freetv.fun/live/rossiia-24-2.m3u8,重复URL
[BD]россия 24,https://t.freetv.fun/live/rossiia-24-2.m3u8,重复URL
[VGA]k+ (indonesian subtitle) (576p),https://t.freetv.fun/live/k-indonesian-subtitle-576p-1.m3u8,重复URL
[SD]русский бестселлер,https://t.freetv.fun/live/russkii-bestseller-1.m3u8,重复URL
[VGA]союз,https://t.freetv.fun/live/soiuz-2.m3u8,重复URL
[VGA]союз,https://t.freetv.fun/live/soiuz-2.m3u8,重复URL
[SD]стс,https://t.freetv.fun/live/sts-2.m3u8,重复URL
[SD]стс,https://t.freetv.fun/live/sts-2.m3u8,重复URL
[HD]тв центр,https://t.freetv.fun/live/tv-tsentr-2.m3u8,重复URL
[SD]тв центр,https://t.freetv.fun/live/tv-tsentr-2.m3u8,重复URL
[VGA]тнт,https://t.freetv.fun/live/tnt-2.m3u8,重复URL
[VGA]тнт,https://t.freetv.fun/live/tnt-2.m3u8,重复URL
[BD]звезда,https://t.freetv.fun/live/zvezda-2.m3u8,重复URL
[BD]звезда,https://t.freetv.fun/live/zvezda-2.m3u8,重复URL
[SD]телеканал 86 (сургут),https://t.freetv.fun/live/telekanal-86-surgut-1.m3u8,重复URL
[VGA]телеканал лтв,rtmp://vkvsd70.okcdn.ru/playback/6374540258174?stkn=xq3Mb7tqvmgs58xveKmbdKCzSSEC_rQ3uMikuKbmMkmMnk3xsTTKPz8RETCmOZnBCis_rqufnCM&uid=0&sp=uid,sp&sig=vlibqm4nyu,无效URL（非 http/https/rtsp 开头）
[SD]шансон тв (512p),https://t.freetv.fun/live/shanson-tv-512p-1.m3u8,重复URL
[SD]шансон тв,https://t.freetv.fun/live/shanson-tv-1.m3u8,重复URL
[HD]радио шансон,https://t.freetv.fun/live/radio-shanson-1.m3u8,重复URL
[VGA]三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-1-1.m3u8,重复URL
[VGA]三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-21.m3u8,重复URL
[BD]三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-21.m3u8,重复URL
[VGA]三立国际,https://t.freetv.fun/live/san-li-guo-ji-1.m3u8,重复URL
[VGA]三立新闻台,https://t.freetv.fun/live/san-li-xin-wen-tai-3.m3u8,重复URL
[VGA]三立新闻台,https://t.freetv.fun/live/san-li-xin-wen-tai-3.m3u8,重复URL
[BD]三立财经台,https://t.freetv.fun/live/san-li-cai-jing-tai-2.m3u8,重复URL
[SD]三立财经台,https://t.freetv.fun/live/san-li-cai-jing-tai-2.m3u8,重复URL
[BD]三立财经,https://t.freetv.fun/live/san-li-cai-jing-1.m3u8,重复URL
[BD]上海新闻综合,https://t.freetv.fun/live/shang-hai-xin-wen-zong-he-5.m3u8,重复URL
[BD]上海都市,https://t.freetv.fun/live/shang-hai-du-shi-6.m3u8,重复URL
[BD]上虞文化影院,https://t.freetv.fun/live/shang-yu-wen-hua-ying-yuan.m3u8,重复URL
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-5.m3u8,重复URL
[VGA]中旺电视,https://t.freetv.fun/live/zhong-wang-dian-shi-2.php,重复URL
[VGA]中天新闻,rtmp://home.aceimage.cn/live/xiangjiaoge-ztxw,无效URL（非 http/https/rtsp 开头）
[VGA]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-1-2.m3u8,重复URL
[BD]中天新闻,rtmp://digital-live-pull.zegonetwork.com/live/nb-py-ztxw,无效URL（非 http/https/rtsp 开头）
[HD]中视,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[VGA]中视,rtmp://9wv7.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[VGA]中視,rtmp://9sv2.mine.nu:1935/sat/tv091,无效URL（非 http/https/rtsp 开头）
[BD]中視,rtmp://9sv2.mine.nu:1935/sat/tv091,无效URL（非 http/https/rtsp 开头）
[BD]中視,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
[SD]中视频道,rtmp://f13h.mine.nu/sat/tv091,无效URL（非 http/https/rtsp 开头）
