频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
[BD]中視,https://stream1.freetv.fun/8d0cbde8b78c43a3d875e0b3db9d5de9d21562885887975c0a889dfb454c7cc8.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,5.518,未分组,h264,1920x1080,30.0,有音频,0.625,False,False,0.5339,0.0182
[BD]東森財經新聞,https://t.freetv.fun/live/dong-sen-cai-jing-xin-wen-10.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212851373992_22.jpg,9.965,未分组,h264,1920x1080,30.0,有音频,0.526,False,False,0.4375,0.0
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=184a95f0cdaaf7c1f3c7b4cd06d432af7234562e68074726eac10898c158cf1eea49819ced71b5e3d2f3ea0023ff71f8062e39a0a92ffd236a2c1ef4a30ca7f3cb03548908d23e6c6d685437e2,网络源,,1.613,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
[BD]tvbs-asia,https://stream1.freetv.fun/363c2cded19435f6246775f35056ac65a2041ac53ee74d310346babe4550ab93.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/02/large/20220302213708363097_69.jpg,0.476,未分组,h264,1920x1080,29.97002997002997,有音频,0.526,False,False,0.5104,0.0781
[BD]靖天電影,https://t.freetv.fun/live/jing-tian-dian-ying-11.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211600121903_76.png,4.052,未分组,h264,1920x1080,30.0,有音频,0.5469,False,False,0.5365,0.0
CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,17.481,未分组,h264,1920x1080,50.0,有音频,0.5677,False,False,0.0,0.0
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=9bacb748dc772b1cfcddf6e6373e3319c6d82105f221862932e3b30a6dc4843c93ace2108ab1d598c2d89ef8eb4225888737ce5895be20612ea7753d025151b9a913bd6fc98ff7666da5979f1d,网络源,,1.273,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.447,未分组,h264,1920x1080,50.0,有音频,0.4948,False,False,0.0,0.0
CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8,网络源,,8.859,未分组,h264,1920x1080,50.0,有音频,0.4531,False,False,0.0,0.0
[HD]中視經典,https://t.freetv.fun/live/zhong-shi-jing-dian-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,4.665,未分组,h264,1280x720,30.0,无音频,0.5312,False,False,0.487,0.0234
[BD]pursuit channel,https://t.freetv.fun/live/pursuit-channel.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.599,未分组,h264,1920x1080,29.97002997002997,有音频,0.5729,False,False,0.5677,0.0573
[BD]台視新聞,https://t.freetv.fun/live/tai-shi-xin-wen-2-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,0.225,未分组,h264,1920x1080,29.97002997002997,有音频,0.5,False,False,0.5833,0.0365
[HD]delta tv,https://stream1.freetv.fun/5f56fd510fa5a452dee263ca849faea760869a16bb26588a171ff364f1854384.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125055529748409_19.png,2.947,未分组,h264,1280x720,25.0,有音频,0.4844,False,False,0.5208,0.0417
[BD]龙华日韩,https://t.freetv.fun/live/long-hua-ri-han.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,5.142,未分组,h264,1920x1080,30.0,有音频,0.5156,False,False,0.4922,0.0026
[BD]民視新聞,https://t.freetv.fun/live/min-shi-xin-wen-1-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,1.881,未分组,h264,1920x1080,30.0,无音频,0.625,False,False,0.4688,0.0052
[BD]love nature,https://t.freetv.fun/live/love-nature.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,9.803,未分组,h264,1920x1080,30.0,有音频,0.5104,False,False,0.5573,0.0885
[BD]影迷數位紀實,https://t.freetv.fun/live/ying-mi-shu-wei-ji-shi-10.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222551388077_12.png,11.678,未分组,h264,1920x1080,30.0,无音频,0.4531,False,False,0.0,0.0
[HD]寰宇新闻,https://stream1.freetv.fun/d9e077d94c5ba3a10f9d1a26d5c1f3aa5d4d3f811e1f85120c5b742aaa506157.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134652233694_13.png,0.960,未分组,h264,1280x720,30.0,有音频,0.5417,False,False,0.7396,0.2604
[BD]靖天國際,https://t.freetv.fun/live/jing-tian-guo-ji-11.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211901276301_20.png,8.300,未分组,h264,1920x1080,30.0,无音频,0.5417,False,False,0.4115,0.0
[BD]中視,https://stream1.freetv.fun/e9f5c12617cc724dce61e13b96395b991a74339437558fe83af36ea62e4edd48.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,8.088,未分组,h264,1920x1080,30.0,无音频,0.5156,False,False,0.5417,0.0521
æŒ¨é¥¿å¾·â€¢1ã€Œå…¶ä»–ã€,https://live.iill.top/huya/20985858,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,5.721,未分组,h264,1280x720,25.0,有音频,0.5312,False,False,0.4297,0.0026
[SD]i am channel,https://stream1.freetv.fun/77e5c5bb9036aad9948ec79ea0a5ff39624305d6d7fe6dc8f65d365cd0b0434f.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,7.507,未分组,h264,720x576,25.0,有音频,0.599,False,False,0.5417,0.0521
[BD]ent channel[geo-blocked],https://stream1.freetv.fun/d8022b770dfed7dd4d09e6db896bf305d85c526fd16dc2f02658acc94c34f138.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.155,未分组,h264,1920x1080,30.0,有音频,0.5312,False,False,0.4453,0.0078
[BD]龙华偶像,https://stream1.freetv.fun/0573c868b50d77a847b27aac5aae897863bb74e836b008b421ed1b9d2375a88a.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170246686943_42.png,4.766,未分组,h264,1920x1080,30.0,有音频,0.5573,False,False,0.4505,0.0391
[BD]好消息2,https://t.freetv.fun/live/hao-xiao-xi-2-17.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,12.347,未分组,h264,1920x1080,30.0,有音频,0.6042,False,False,0.6354,0.1042
[VGA]light channel,https://stream1.freetv.fun/5d64a95916ea7d10d9e0131f315c3a63290b4002735e5e0d8eeff83e3e56e996.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.298,未分组,h264,852x480,25.0,有音频,0.599,False,False,0.5078,0.0078
[BD]民視第一,https://t.freetv.fun/live/min-shi-di-yi-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,7.428,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
ã€Œæ–—é±¼ã€FIFA,https://live.iill.top/douyu/7692166,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,4.100,未分组,h264,1920x1080,60.0,有音频,0.6094,False,False,0.5026,0.0182
[HD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,5.550,未分组,h264,1280x720,30.0,有音频,0.5469,False,False,0.6146,0.0052
[BD]ช่อง pet club,https://stream1.freetv.fun/a91b7494c4bda4ce9c69b2ef08b2605bdbc297220da35632809bcf0e90bc48af.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221839864411_20.png,4.286,未分组,h264,1920x1080,25.0,有音频,0.526,False,False,0.4818,0.0651
[BD]龙华日韩,https://stream1.freetv.fun/9c2920df490df6a08c307894de50ccb79ac68fb82eebf6b8d6e8f2b1a3dc3509.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,5.697,未分组,h264,1920x1080,30.0,有音频,0.5417,False,False,0.526,0.0312
[BD]東森財經新聞,https://t.freetv.fun/live/dong-sen-cai-jing-xin-wen-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212851373992_22.jpg,9.358,未分组,h264,1920x1080,30.0,无音频,0.5104,False,False,0.5469,0.0
[BD]tudn,https://t.freetv.fun/live/tudn.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/14/large/20220514164856280242_81.png,1.602,未分组,h264,1920x1080,30.0,有音频,0.5365,False,False,0.4609,0.0182
[BD]好消息2[geo-blocked],https://stream1.freetv.fun/90a32c9a78fc2e20774ece8485711988aec55e5f5af1969cae6effb290d3608a.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,11.544,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.4531,0.0208
[BD]靖天國際,https://stream1.freetv.fun/fa7629f291f36fec5ffcc080334b645333f72d6e12507bb5ac5f99d903b256a0.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211901276301_20.png,11.437,未分组,h264,1920x1080,30.0,无音频,0.5312,False,False,0.4531,0.0
CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8,网络源,,15.234,未分组,h264,1920x1080,25.0,有音频,0.5156,False,False,0.0,0.0
[BD]影迷數位紀實,https://stream1.freetv.fun/7cd2b0fcc484d5eb1d55fe42cc92901cbea02541cd9f17360b6758ba67658b90.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222551388077_12.png,9.872,未分组,h264,1920x1080,30.0,无音频,0.5208,False,False,0.0,0.0
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.581,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.5234,0.0182
[BD]好消息,https://stream1.freetv.fun/343b18308c72260583c9cd5adfc787daa5594f93ccb3afa55992dc0e6f5f3668.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210954040708_43.jpg,11.245,未分组,h264,1920x1080,30.0,有音频,0.5729,False,False,0.526,0.0312
[BD]food network,https://t.freetv.fun/live/food-network-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,5.138,未分组,h264,640x360,25.0,有音频,0.5781,False,False,0.5286,0.0495
ã€Œæ–—é±¼ã€ç«å½±å¿è€…,https://live.iill.top/douyu/1997723,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,4.996,未分组,h264,1280x720,30.0,有音频,0.5417,False,False,0.6198,0.0156
[BD]东森美洲2,https://t.freetv.fun/live/dong-sen-mei-zhou-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/10/23/large/20221023212524554784_66.jpg,1.628,未分组,h264,1920x1080,29.97002997002997,有音频,0.5417,False,False,0.4505,0.0182
[BD]bbc earth us,https://stream1.freetv.fun/02205072306ac6c143d2707e909bda809deef2a1bda1923da9681ec5744f7081.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717234812634336_85.jpg,4.469,未分组,h264,426x240,29.97002997002997,有音频,0.6302,False,False,0.4635,0.0573
[BD]ช่อง pet club,https://t.freetv.fun/live/ch-ng-pet-club.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221839864411_20.png,2.758,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5052,0.0313
[BD]龙华经典,https://stream1.freetv.fun/c2275b572ec49684dc532efc606c5f6b264581f346379559e72ec2137c1ecb1d.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170642383978_17.png,0.700,未分组,h264,1920x1080,30.0,有音频,0.4896,False,False,0.5365,0.0625
å¤©é¾™å…«éƒ¨,http://jiaojirentv.top/2020/yy.php?id=1382881708,网络源,å¤©é¾™å…«éƒ¨.png,4.591,未分组,h264,1056x960,15.0,有音频,0.5573,False,False,0.4948,0.026
[VGA]light channel,https://stream1.freetv.fun/4d43f74b462cde582244f95ac7b0ea8a00032379ee49c7e786b9b06cbc7669fd.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,2.637,未分组,h264,852x480,25.0,有音频,0.4948,False,False,0.5234,0.0182
ã€Œæ–—é±¼ã€ç¬¬äº”äººæ ¼,https://live.iill.top/douyu/3226194,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,5.567,未分组,h264,1920x1080,60.0,有音频,0.5052,False,False,0.8932,0.0026
[BD]龙华偶像,https://t.freetv.fun/live/long-hua-ou-xiang.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170246686943_42.png,4.154,未分组,h264,1920x1080,30.0,有音频,0.5521,False,False,0.6328,0.1745
[BD]channel divya,https://stream1.freetv.fun/68cd4c847ceea7b778e8923a5c4575f54bb09f0d1a82d3fd2b01972fea623aeb.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,10.609,未分组,h264,640x360,25.0,有音频,0.5521,False,False,0.4792,0.0208
[BD]channel divya,https://t.freetv.fun/live/channel-divya.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,4.989,未分组,h264,640x360,25.0,有音频,0.5469,False,False,0.5755,0.0234
[BD]love nature,https://t.freetv.fun/live/love-nature-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,3.291,未分组,h264,1920x1080,29.97002997002997,有音频,0.5521,False,False,0.4844,0.0729
[SD]tennis channel,https://stream1.freetv.fun/c8416ffba3a96a7351807ead20b07aee0f877810370cc06b30078c08c9847123.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,5.458,未分组,h264,1920x1080,25.0,有音频,0.5312,False,False,0.4844,0.0052
[HD]ivoire channel,https://t.freetv.fun/live/ivoire-channel.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.676,未分组,h264,1280x720,50.0,有音频,1.0,False,False,0,0
ã€Œè™ç‰™ã€ç‹è€…è£è€€ ğŸš,https://live.iill.top/huya/660164,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,14.451,未分组,h264,1920x1080,59.94005994005994,有音频,0.5156,False,False,0.0,0.0
[BD]華視新聞,https://t.freetv.fun/live/hua-shi-xin-wen.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/05/08/20170508123606517919_39.png,10.906,未分组,h264,1920x1080,29.97002997002997,有音频,0.4948,False,False,0.5859,0.0651
ã€Œè™ç‰™ã€é‡‘é“²é“²ä¹‹æˆ˜,https://live.iill.top/huya/660579,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,7.411,未分组,h264,1920x1080,59.94005994005994,有音频,0.5781,False,False,0.5964,0.0234
[HD]tvbs闽南,https://t.freetv.fun/live/tvbsmin-nan.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720162650498510_75.png,0.382,未分组,,,,无音频,0.6094,False,False,0.5182,0.0286
[BD]东森美洲,https://stream1.freetv.fun/96f5eb7d5987eb91546d781906255ac91ecfa48cc0730ef819f64b17a04a65db.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718005514425865_72.jpg,0.721,未分组,h264,1920x1080,29.97002997002997,有音频,0.5729,False,False,0.5469,0.0469
[BD]好消息,https://t.freetv.fun/live/hao-xiao-xi-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210954040708_43.jpg,2.267,未分组,h264,1920x1080,30.0,有音频,0.4844,False,False,0.5365,0.0052
[BD]影迷數位電影,https://stream1.freetv.fun/1931af946b458be7984837b583cf4b25335b7f6565ec0750fe5437e18ca90107.m3u8,网络源,https://epg.pw/media/images/channel/2025/08/01/large/20250801024940463178_43.jpeg,8.721,未分组,h264,1920x1080,30.0,有音频,0.5312,False,False,0.5521,0.0
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=8a73f9dbcc6da55c0bb099a7d335fcdb754c606cf8a5e21cb3b84173052074a311761bfb95b1cf7185e4db2b24a0b5d21a4807e6b6bf8c462395f81b3895c1026a645db32431ff0cf541e1991f,网络源,,1.211,未分组,h264,1920x1080,30.0,有音频,0.0,False,False,0.0,0.0
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=bc1f11ad864868ebb56019151a09f0ade9d629390f012e89ad2c31cb551231423b6a35211bf66f1795cc6720a373c8637c1f0f6cff1e4f7cd112708179659abf6a2f71d1d9a8acc83d311b83ff,网络源,,1.542,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
æŒ¨é¥¿å¾·â€¢2ã€Œå…¶ä»–ã€,https://live.iill.top/huya/17693860,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,11.287,未分组,h264,1280x720,30.0,有音频,0.5417,False,False,0.5625,0.0208
[BD]bbc earth,https://stream1.freetv.fun/24358f38712d187d2fd38cb6f4c48fa88543e025ac9a386899adec203cb10b0a.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717234812634336_85.jpg,6.787,未分组,h264,426x240,29.97002997002997,有音频,0.5625,False,False,0.4714,0.0807
CCTV2,http://61.156.228.12:8154/tsfile/live/0002_1.m3u8,网络源,,15.524,未分组,h264,1920x1080,50.0,有音频,0.5469,False,False,0.0,0.0
[BD]东森电影,https://stream1.freetv.fun/45a0f78f58b360078097c8797db3cc4f98fc98a5382df97f74b1674c56d2b8aa.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105858673463_13.png,2.238,未分组,h264,1920x1080,30.0,有音频,0.5417,False,False,0.4766,0.0547
[BD]东森超视 34.5,https://t.freetv.fun/live/dong-sen-chao-shi-34-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105657399125_36.png,0.527,未分组,h264,1920x1080,29.97002997002997,有音频,0.5521,False,False,0.3932,0.0286
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8,网络源,,2.747,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5885,0.0
ã€Œè™ç‰™ã€ç©¿è¶Šç«çº¿,https://live.iill.top/huya/660101,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,8.971,未分组,h264,1920x1080,59.0,有音频,0.4948,False,False,0.612,0.0391
[HD]中視經典,https://stream1.freetv.fun/f54d0aadcc5d115c996da7e852c546c714ad4e9b9242c2439ffc23905352520e.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,6.522,未分组,h264,1280x720,30.0,无音频,0.5365,False,False,0.5312,0.0938
[BD]龙华偶像,https://t.freetv.fun/live/long-hua-ou-xiang-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170246686943_42.png,2.601,未分组,,,,无音频,0.5469,False,False,0.5156,0.0052
[BD]中視,https://t.freetv.fun/live/zhong-shi-20.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,7.537,未分组,h264,1920x1080,30.0,有音频,0.5469,False,False,0.4479,0.0
[SD]bflix movies,https://stream1.freetv.fun/2fda0dbc8ad206b2ea146eca06e1ae4c228af479c5eb9e98fe39f28b3a634661.m3u8,网络源,https://epg.pw/media/images/channel/2019/07/19/large/20190719001432212041_14.png,9.229,未分组,h264,720x576,25.0,有音频,0.5781,False,False,0.5625,0.0885
[BD]东森美洲,https://stream1.freetv.fun/bc521063e3d2ae86beaa78cd8e73c1364c834864c0505b61161bb2066b4307b7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718005514425865_72.jpg,0.409,未分组,h264,1920x1080,29.97002997002997,有音频,0.5729,False,False,0.5,0.0573
[BD]東森新聞,https://t.freetv.fun/live/dong-sen-xin-wen-13.m3u8,网络源,https://epg.pw/media/,10.214,未分组,h264,1920x1080,30.0,有音频,0.5365,False,False,0.6146,0.0
[HD]華視,https://stream1.freetv.fun/637ceff2dfb72b24ad6929da061ccf235af38b9469ba999c577b1c3d1ee25740.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,16.555,未分组,h264,1280x720,25.0,有音频,0.5104,False,False,0.5312,0.0417
[BD]纬来电影,https://t.freetv.fun/live/wei-lai-dian-ying-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105432854571_34.png,7.998,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.4974,0.0026
[BD]龙华戏剧,https://stream1.freetv.fun/7571dae9c85b7c954f2abfeac122340ecbdb0b7ab44c3eb785729cb648378dd4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170326264507_47.png,2.091,未分组,h264,1920x1080,30.0,有音频,0.5625,False,False,0.5,0.0052
[BD]民視影劇,https://stream1.freetv.fun/21b3a40bbd72948a9f42bed28714b73483f602c80bd6accc113825081418a286.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223252835797_79.png,8.792,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.5,0.0
[BD]中視菁采,https://stream1.freetv.fun/4a10c6138283ba5cf3188b7a63aceb648ca81241c3fb1adadb9364fcd6b18a73.m3u8,网络源,https://epg.pw/media/images/channel/2021/12/28/large/20211228171426835864_33.png,7.182,未分组,h264,1920x1080,30.0,无音频,0.5729,False,False,0.5339,0.0443
[HD]ivoire channel,https://stream1.freetv.fun/d6c95bb2a83072a5bb00a3434bae58d73fa8d215fc03ecfa2d531ca05ffb2c2d.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.799,未分组,h264,720x576,50.0,有音频,1.0,False,False,0,0
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8,网络源,,2.777,未分组,h264,800x600,25.0,有音频,0.5104,False,False,0.5208,0.0365
[HD]东森新闻,https://stream1.freetv.fun/7c87d838783dd3b78602e013b57a03b913543fbabc109ee88d85a0b89bd7fff1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105958907992_29.png,0.508,未分组,h264,1280x720,30.0,有音频,0.5521,False,False,0.474,0.0
[BD]三立inews,https://t.freetv.fun/live/san-li-inews-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127005733419108_21.jpg,14.125,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.5,0.026
[BD]tvbs精采,https://t.freetv.fun/live/tvbsjing-cai-10.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,14.962,未分组,h264,1920x1080,30.0,无音频,0.4896,False,False,0.0,0.0
[BD]pet club tv,https://t.freetv.fun/live/pet-club-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221839864411_20.png,7.492,未分组,h264,1920x1080,25.0,有音频,0.5885,False,False,0.4896,0.0573
[BD]tvbs精采,https://stream1.freetv.fun/a6b3ef09ad12d2b98e2f80a91eb30d313ab91b6da2f0fd8a6683234c3fa1146d.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,5.431,未分组,h264,1920x1080,30.0,无音频,0.0,False,False,0.0,0.0
[BD]amc電影,https://stream1.freetv.fun/a6d74aa0af985c7325aeb66d7346395d0cd1ba6ef0e103bb1cf5eee168da39f9.m3u8,网络源,https://epg.pw/media/images/channel/2024/02/22/large/20240222154625543566_76.png,8.159,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.4062,0.0
[SD]hollywood[geo-blocked],https://stream1.freetv.fun/793a7877c65e6c293fd5f27ff22851a47af907efc537167108aa089643cfdfd0.ctv,网络源,https://epg.pw/media/images/channel/2023/03/05/large/20230305234858603161_67.png,1.125,未分组,,,,无音频,0.5833,False,False,0.6042,0.0
CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8,网络源,,1.582,未分组,h264,1920x1080,50.0,有音频,0.4896,False,False,0.0,0.0
[BD]中天新闻,https://t.freetv.fun/live/zhong-tian-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,0.531,未分组,h264,1280x720,30.0,有音频,0.5625,False,False,0.5859,0.0182
[BD]民視影劇,https://stream1.freetv.fun/376e9848bc34b8c16eb15979ddb42a5d19a5e69b8c5d191410bf1d03f24312db.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223252835797_79.png,8.115,未分组,h264,1920x1080,29.97002997002997,无音频,0.474,False,False,0.0,0.0
[BD]民視新聞,https://stream1.freetv.fun/33ae9aa2523492a0deb1bebba74b646b746cf674d50b753e7c4c06305d3fe40b.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,0.600,未分组,h264,1920x1080,29.97002997002997,有音频,0.526,False,False,0.5547,0.0078
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-3.m3u,网络源,https://epg.pw/media/img/logo/1_164.jpg,2.259,未分组,h264,1280x720,29.97002997002997,有音频,0.526,False,False,0.5208,0.0938
CCTV1,http://43.251.226.89:8080/play/241.m3u8,网络源,,3.337,未分组,h264,1280x720,25.0,有音频,0.526,False,False,0.0,0.0
[BD]东森超视 34.5,https://stream1.freetv.fun/2fb134f9ab0310cbcfa16c862a8025afa4f563aa42ec617b38bcb2467d46fb26.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105657399125_36.png,0.410,未分组,h264,1920x1080,29.97002997002997,有音频,0.4792,False,False,0.4219,0.0156
[BD]公視戲劇,https://stream1.freetv.fun/b56c3203247f19884f347fa1cf95dd5d33b88bc0c8649aa4e292b40e9e4a2e2d.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111204548266167_97.png,4.258,未分组,h264,1920x1080,30.0,无音频,0.5729,False,False,0.5182,0.0234
[BD]纬来电影,https://t.freetv.fun/live/wei-lai-dian-ying-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105432854571_34.png,5.862,未分组,h264,1920x1080,29.97002997002997,有音频,0.5521,False,False,0.4531,0.0052
[BD]民視新聞,https://t.freetv.fun/live/min-shi-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,0.403,未分组,h264,1920x1080,29.97002997002997,有音频,0.5312,False,False,0.5417,0.0104
[BD]三立inews[geo-blocked],https://stream1.freetv.fun/badd2c471b785d2032379719c9b0e85c841d1fbff319e8d6cd17683cd807314e.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127005733419108_21.jpg,10.647,未分组,h264,1920x1080,29.97002997002997,有音频,0.5781,False,False,0.4375,0.0365
[BD]民視新聞,https://stream1.freetv.fun/fffd54cb8b867dcf5861d222dc22653d5f56f0f01f9b1a3e5f540fbc592a2760.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,1.959,未分组,h264,1920x1080,30.0,无音频,0.5625,False,False,0.4818,0.0391
